date,Month,Year,DIS,ideal_earning,ideal_compound_earning,ideal_compound_earning_adj,ml,ml_earning_price_change,ml_earning,ml_earning_adj,snp500,snp500_earning,snp500_earning_adj
11/23/2015 0:00,Nov,2015,114.21,0,1.189468785,0.189468785,106.2466125,-0.005399286,1.096473599,0.096473599,2086.590088,1.086748674,0.086748674
11/24/2015 0:00,Nov,2015,112.8,0,1.189468785,0.189468785,106.143158,0,1.096473599,0.096473599,2089.139893,1.088076677,0.088076677
11/25/2015 0:00,Nov,2015,113.49,0.004587766,1.194925789,0.194925789,106.1256027,0,1.096473599,0.096473599,2088.870117,1.087936171,0.087936171
11/27/2015 0:00,Nov,2015,110.11,0,1.194925789,0.194925789,106.4678726,-0.02978236,1.063818028,0.063818028,2090.110107,1.088581989,0.088581989
11/30/2015 0:00,Nov,2015,108.52,0,1.194925789,0.194925789,106.630249,-0.014440105,1.048456384,0.048456384,2080.409912,1.083529883,0.083529883
12/1/2015 0:00,Dec,2015,110.35,0.012647438,1.210038539,0.210038539,105.953537,0,1.048456384,0.048456384,2102.629883,1.095102603,0.095102603
12/2/2015 0:00,Dec,2015,109.02,0,1.210038539,0.210038539,107.0198212,-0.01205256,1.0358198,0.0358198,2079.51001,1.083061191,0.083061191
12/3/2015 0:00,Dec,2015,107.01,0,1.210038539,0.210038539,105.9396439,0,1.0358198,0.0358198,2049.620117,1.067493782,0.067493782
12/4/2015 0:00,Dec,2015,109.25,0.015699467,1.2290355,0.2290355,104.5220871,0,1.0358198,0.0358198,2091.689941,1.089404806,0.089404806
12/7/2015 0:00,Dec,2015,108.86,0,1.2290355,0.2290355,106.2913132,-0.003569794,1.032122137,0.032122137,2077.070068,1.081790408,0.081790408
12/8/2015 0:00,Dec,2015,107.57,0,1.2290355,0.2290355,105.8023148,0,1.032122137,0.032122137,2063.590088,1.074769695,0.074769695
12/9/2015 0:00,Dec,2015,106.6,0,1.2290355,0.2290355,106.0686722,-0.009017384,1.022815095,0.022815095,2047.619995,1.066452068,0.066452068
12/10/2015 0:00,Dec,2015,106.6,0,1.2290355,0.2290355,104.9721451,0,1.022815095,0.022815095,2052.22998,1.068853064,0.068853064
12/11/2015 0:00,Dec,2015,103.99,0,1.2290355,0.2290355,105.2099762,-0.024484053,0.997772436,-0.002227564,2012.369995,1.04809298,0.04809298
12/14/2015 0:00,Dec,2015,105.25,0.009087412,1.240204252,0.240204252,103.6299286,0,0.997772436,-0.002227564,2021.939941,1.053077249,0.053077249
12/15/2015 0:00,Dec,2015,107.95,0.019239905,1.264065664,0.264065664,103.6950073,0.025653207,1.023368499,0.023368499,2043.410034,1.064259414,0.064259414
12/16/2015 0:00,Dec,2015,109.52,0.010907828,1.277853874,0.277853874,104.3798523,0.01454377,1.038252135,0.038252135,2073.070068,1.079707107,0.079707107
12/17/2015 0:00,Dec,2015,107.81,0,1.277853874,0.277853874,105.7554398,-0.015613587,1.022041296,0.022041296,2041.890015,1.06346775,0.06346775
12/18/2015 0:00,Dec,2015,103.68,0,1.277853874,0.277853874,104.5072784,0,1.022041296,0.022041296,2005.550049,1.04454098,0.04454098
12/21/2015 0:00,Dec,2015,102.59,0,1.277853874,0.277853874,103.0757751,0,1.022041296,0.022041296,2021.150024,1.05266584,0.05266584
12/22/2015 0:00,Dec,2015,102.74,0.001096598,1.279255167,0.279255167,103.7376022,0.001462131,1.023535654,0.023535654,2038.969971,1.061946918,0.061946918
12/23/2015 0:00,Dec,2015,101.6,0,1.279255167,0.279255167,104.2414703,-0.01109597,1.012178532,0.012178532,2064.290039,1.075134247,0.075134247
12/24/2015 0:00,Dec,2015,101.89,0.002140748,1.28199373,0.28199373,105.0104675,0.002854331,1.015067625,0.015067625,2060.98999,1.073415498,0.073415498
12/28/2015 0:00,Dec,2015,103.23,0.009863578,1.294638775,0.294638775,105.0324936,0.013151438,1.028417223,0.028417223,2056.5,1.071076998,0.071076998
12/29/2015 0:00,Dec,2015,103.06,0,1.294638775,0.294638775,104.9946136,0,1.028417223,0.028417223,2078.360107,1.082462293,0.082462293
12/30/2015 0:00,Dec,2015,102.35,0,1.294638775,0.294638775,106.0647964,-0.006889191,1.021332261,0.021332261,2063.360107,1.074649915,0.074649915
12/31/2015 0:00,Dec,2015,101.14,0,1.294638775,0.294638775,105.4807968,0,1.021332261,0.021332261,2043.939941,1.064535403,0.064535403
1/4/2016 0:00,Jan,2016,99.12,0,1.294638775,0.294638775,104.6427002,0,1.021332261,0.021332261,2012.660034,1.04824404,0.04824404
1/5/2016 0:00,Jan,2016,97.11,0,1.294638775,0.294638775,103.0575485,0,1.021332261,0.021332261,2016.709961,1.050353344,0.050353344
1/6/2016 0:00,Jan,2016,96.6,0,1.294638775,0.294638775,103.2197189,-0.005251776,1.015968452,0.015968452,1990.26001,1.036577543,0.036577543
1/7/2016 0:00,Jan,2016,95.77,0,1.294638775,0.294638775,102.1709366,0,1.015968452,0.015968452,1943.089966,1.012010196,0.012010196
1/8/2016 0:00,Jan,2016,95.53,0,1.294638775,0.294638775,100.3296967,0,1.015968452,0.015968452,1922.030029,1.00104165,0.00104165
1/11/2016 0:00,Jan,2016,96.17,0.0050246,1.301143817,0.301143817,99.30821228,0,1.015968452,0.015968452,1923.670044,1.001895811,0.001895811
1/12/2016 0:00,Jan,2016,97.65,0.011542061,1.316161698,0.316161698,99.37172699,0.015389415,1.031603612,0.031603612,1938.680054,1.009713403,0.009713403
1/13/2016 0:00,Jan,2016,94.79,0,1.316161698,0.316161698,99.94844055,-0.029288274,1.001389722,0.001389722,1890.280029,0.984505451,-0.015494549
1/14/2016 0:00,Jan,2016,95.39,0.004747336,1.32240996,0.32240996,97.29478455,0,1.001389722,0.001389722,1921.839966,1.000942661,0.000942661
1/15/2016 0:00,Jan,2016,90.38,0,1.32240996,0.32240996,98.5353241,-0.052521229,0.948795504,-0.051204496,1880.329956,0.979323202,-0.020676798
1/19/2016 0:00,Jan,2016,90.44,0.000497898,1.323068385,0.323068385,96.76399231,0,0.948795504,-0.051204496,1881.329956,0.979844027,-0.020155973
1/20/2016 0:00,Jan,2016,89.07,0,1.323068385,0.323068385,96.62580872,0,0.948795504,-0.051204496,1859.329956,0.968385873,-0.031614127
1/21/2016 0:00,Jan,2016,90.49,0.011956888,1.338888165,0.338888165,96.05062866,0,0.948795504,-0.051204496,1868.98999,0.973417062,-0.026582938
1/22/2016 0:00,Jan,2016,93.26,0.022958338,1.369626812,0.369626812,96.30740356,0.030611117,0.977839194,-0.022160806,1906.900024,0.993161563,-0.006838437
1/25/2016 0:00,Jan,2016,91.72,0,1.369626812,0.369626812,98.32119751,-0.016512974,0.961692161,-0.038307839,1877.079956,0.97763052,-0.02236948
1/26/2016 0:00,Jan,2016,92.66,0.007686437,1.380154362,0.380154362,97.0630722,0,0.961692161,-0.038307839,1903.630005,0.991458454,-0.008541546
1/27/2016 0:00,Jan,2016,90.78,0,1.380154362,0.380154362,98.03575134,-0.020289229,0.942180168,-0.057819832,1882.949951,0.980687761,-0.019312239
1/28/2016 0:00,Jan,2016,90.02,0,1.380154362,0.380154362,96.7479248,0,0.942180168,-0.057819832,1893.359985,0.986109569,-0.013890431
1/29/2016 0:00,Jan,2016,92.23,0.018412575,1.405566558,0.405566558,97.00841522,0.0245501,0.965310785,-0.034689215,1940.23999,1.010525857,0.010525857
2/1/2016 0:00,Feb,2016,91.58,0,1.405566558,0.405566558,98.95735931,-0.007047598,0.958507662,-0.041492338,1939.380005,1.010077955,0.010077955
2/2/2016 0:00,Feb,2016,89.63,0,1.405566558,0.405566558,99.18821716,-0.021292859,0.938098294,-0.061901706,1903.030029,0.991145972,-0.008854028
2/3/2016 0:00,Feb,2016,91.57,0.016233404,1.428383688,0.428383688,97.6585083,0,0.938098294,-0.061901706,1912.530029,0.996093811,-0.003906189
2/4/2016 0:00,Feb,2016,91.85,0.002293328,1.431659439,0.431659439,97.9937439,0.00305777,0.940966783,-0.059033217,1915.449951,0.99761458,-0.00238542
2/5/2016 0:00,Feb,2016,90.38,0,1.431659439,0.431659439,97.90675354,0,0.940966783,-0.059033217,1880.050049,0.979177419,-0.020822581
2/8/2016 0:00,Feb,2016,88.66,0,1.431659439,0.431659439,95.64689636,0,0.940966783,-0.059033217,1853.439941,0.965318205,-0.034681795
2/9/2016 0:00,Feb,2016,88.86,0.001691857,1.434081602,0.434081602,93.47077942,0,0.940966783,-0.059033217,1852.209961,0.9646776,-0.0353224
2/10/2016 0:00,Feb,2016,85.52,0,1.434081602,0.434081602,93.22997284,0,0.940966783,-0.059033217,1851.859985,0.964495324,-0.035504676
2/11/2016 0:00,Feb,2016,86.92,0.01227783,1.451689012,0.451689012,93.66931915,0.01637044,0.956370823,-0.043629177,1829.079956,0.952630911,-0.047369089
2/12/2016 0:00,Feb,2016,87.73,0.006989185,1.461835135,0.461835135,92.96380615,0,0.956370823,-0.043629177,1864.780029,0.971224408,-0.028775592
2/16/2016 0:00,Feb,2016,89.42,0.014447737,1.482955345,0.482955345,94.51725006,0.01926365,0.974794016,-0.025205984,1895.579956,0.987265786,-0.012734214
2/17/2016 0:00,Feb,2016,91.92,0.020968463,1.51405064,0.51405064,96.31116486,0.027957951,1.002047259,0.002047259,1926.819946,1.00353636,0.00353636
2/18/2016 0:00,Feb,2016,91.6,0,1.51405064,0.51405064,97.77047729,-0.003481288,0.998558844,-0.001441156,1917.829956,0.998854147,-0.001145853
2/19/2016 0:00,Feb,2016,91.45,0,1.51405064,0.51405064,97.29112244,0,0.998558844,-0.001441156,1917.780029,0.998828143,-0.001171857
2/22/2016 0:00,Feb,2016,92.75,0.010661564,1.530192788,0.530192788,97.77947998,0.014215418,1.012753776,0.012753776,1945.5,1.013265402,0.013265402
2/23/2016 0:00,Feb,2016,91.8,0,1.530192788,0.530192788,98.7698822,-0.010242588,1.002380556,0.002380556,1921.27002,1.000645819,0.000645819
2/24/2016 0:00,Feb,2016,91.85,0.000408497,1.530817866,0.530817866,97.95800018,0,1.002380556,0.002380556,1929.800049,1.005088472,0.005088472
2/25/2016 0:00,Feb,2016,92.06,0.001714752,1.53344284,0.53344284,98.52642059,0.002286336,1.004672335,0.004672335,1951.699951,1.016494493,0.016494493
2/26/2016 0:00,Feb,2016,91.73,0,1.53344284,0.53344284,99.48384094,-0.003584619,1.001070968,0.001070968,1948.050049,1.014593532,0.014593532
2/29/2016 0:00,Feb,2016,91.94,0.001716996,1.536075754,0.536075754,99.43395996,0,1.001070968,0.001070968,1932.22998,1.006354042,0.006354042
3/1/2016 0:00,Mar,2016,93.99,0.016722863,1.561763338,0.561763338,98.82463837,0,1.001070968,0.001070968,1978.349976,1.030374497,0.030374497
3/2/2016 0:00,Mar,2016,93.36,0,1.561763338,0.561763338,101.127655,-0.006702841,0.994360949,-0.005639051,1986.449951,1.034593168,0.034593168
3/3/2016 0:00,Mar,2016,95.11,0.014058483,1.583719362,0.583719362,101.1282501,0.018744644,1.012999891,0.012999891,1993.400024,1.038212941,0.038212941
3/4/2016 0:00,Mar,2016,94.79,0,1.583719362,0.583719362,101.2932434,-0.003364525,1.009591628,0.009591628,1999.98999,1.041645162,0.041645162
3/7/2016 0:00,Mar,2016,95.66,0.006883638,1.594621112,0.594621112,101.6679001,0.009178183,1.018857845,0.018857845,2001.76001,1.042567033,0.042567033
3/8/2016 0:00,Mar,2016,94.15,0,1.594621112,0.594621112,101.5910797,0,1.018857845,0.018857845,1979.26001,1.030848466,0.030848466
3/9/2016 0:00,Mar,2016,94,0,1.594621112,0.594621112,100.3701019,0,1.018857845,0.018857845,1989.26001,1.036056718,0.036056718
3/10/2016 0:00,Mar,2016,93.4,0,1.594621112,0.594621112,100.7165833,-0.006382979,1.012354497,0.012354497,1989.569946,1.03621814,0.03621814
3/11/2016 0:00,Mar,2016,94.27,0.006986081,1.605761265,0.605761265,100.7315063,0.009314775,1.021784351,0.021784351,2022.189941,1.053207455,0.053207455
3/14/2016 0:00,Mar,2016,95.1,0.006603373,1.616364706,0.616364706,102.2588806,0.008804498,1.030780649,0.030780649,2019.640015,1.05187939,0.05187939
3/15/2016 0:00,Mar,2016,94.55,0,1.616364706,0.616364706,102.1572266,0,1.030780649,0.030780649,2015.930054,1.049947149,0.049947149
3/16/2016 0:00,Mar,2016,94.75,0.001586462,1.618929008,0.618929008,101.8188553,0,1.030780649,0.030780649,2027.219971,1.055827222,0.055827222
3/17/2016 0:00,Mar,2016,95.86,0.00878628,1.633153371,0.633153371,102.4026108,0.01171504,1.042856285,0.042856285,2040.589966,1.062790652,0.062790652
3/18/2016 0:00,Mar,2016,95.48,0,1.633153371,0.633153371,102.9317398,-0.003964114,1.038722284,0.038722284,2049.580078,1.067472929,0.067472929
3/21/2016 0:00,Mar,2016,94.77,0,1.633153371,0.633153371,103.3729858,-0.007436112,1.030998228,0.030998228,2051.600098,1.068525006,0.068525006
3/22/2016 0:00,Mar,2016,93.92,0,1.633153371,0.633153371,103.5406799,-0.008969083,1.021751119,0.021751119,2049.800049,1.067587495,0.067587495
3/23/2016 0:00,Mar,2016,93.2,0,1.633153371,0.633153371,103.7457275,-0.007666099,1.013918274,0.013918274,2036.709961,1.060769847,0.060769847
3/24/2016 0:00,Mar,2016,93.57,0.002977468,1.638016032,0.638016032,103.0162735,0,1.013918274,0.013918274,2035.939941,1.060368802,0.060368802
3/28/2016 0:00,Mar,2016,94.41,0.006732927,1.649044675,0.649044675,102.8883667,0,1.013918274,0.013918274,2037.050049,1.060946974,0.060946974
3/29/2016 0:00,Mar,2016,94.48,0.000556085,1.649961684,0.649961684,103.0208435,0.000741447,1.014670041,0.014670041,2055.01001,1.070300974,0.070300974
3/30/2016 0:00,Mar,2016,95.2,0.005715495,1.659392033,0.659392033,104.0134201,0.00762066,1.022402497,0.022402497,2063.949951,1.07495712,0.07495712
3/31/2016 0:00,Mar,2016,95.58,0.002993697,1.66435975,0.66435975,104.364563,0.003991597,1.026483515,0.026483515,2059.73999,1.072764467,0.072764467
4/1/2016 0:00,Apr,2016,95.35,0,1.66435975,0.66435975,104.2637329,0,1.026483515,0.026483515,2072.780029,1.079556047,0.079556047
4/4/2016 0:00,Apr,2016,94.98,0,1.66435975,0.66435975,105.1105347,-0.00388044,1.022500307,0.022500307,2066.129883,1.076092484,0.076092484
4/5/2016 0:00,Apr,2016,93.36,0,1.66435975,0.66435975,105.0193329,0,1.022500307,0.022500307,2045.170044,1.065176072,0.065176072
4/6/2016 0:00,Apr,2016,93.82,0.003695373,1.67051018,0.67051018,104.0130844,0,1.022500307,0.022500307,2066.659912,1.076368536,0.076368536
4/7/2016 0:00,Apr,2016,92.55,0,1.67051018,0.67051018,105.2843018,-0.013536559,1.008659171,0.008659171,2041.910034,1.063478176,0.063478176
4/8/2016 0:00,Apr,2016,92.8,0.002025932,1.67389452,0.67389452,104.2299347,0,1.008659171,0.008659171,2047.599976,1.066441642,0.066441642
4/11/2016 0:00,Apr,2016,92.66,0,1.67389452,0.67389452,104.2761459,-0.001508621,1.007137487,0.007137487,2041.98999,1.06351982,0.06351982
4/12/2016 0:00,Apr,2016,93.7,0.008417872,1.687985149,0.687985149,103.6935196,0,1.007137487,0.007137487,2061.719971,1.073795691,0.073795691
4/13/2016 0:00,Apr,2016,95.75,0.016408751,1.715682878,0.715682878,104.3993378,0.021878335,1.029171978,0.029171978,2082.419922,1.084576746,0.084576746
4/14/2016 0:00,Apr,2016,94.93,0,1.715682878,0.715682878,105.2284241,-0.008563969,1.020358182,0.020358182,2082.780029,1.084764299,0.084764299
4/15/2016 0:00,Apr,2016,94.89,0,1.715682878,0.715682878,105.0440216,0,1.020358182,0.020358182,2080.72998,1.083696582,0.083696582
4/18/2016 0:00,Apr,2016,97.67,0.021972811,1.753381253,0.753381253,104.9737015,0,1.020358182,0.020358182,2094.340088,1.090785069,0.090785069
4/19/2016 0:00,Apr,2016,98.79,0.008600389,1.768461014,0.768461014,105.6479187,0.011467185,1.032058818,0.032058818,2100.800049,1.09414958,0.09414958
4/20/2016 0:00,Apr,2016,99.4,0.004631036,1.77665082,0.77665082,105.1626587,0,1.032058818,0.032058818,2102.399902,1.094982823,0.094982823
4/21/2016 0:00,Apr,2016,99.05,0,1.77665082,0.77665082,104.9545288,0,1.032058818,0.032058818,2091.47998,1.089295453,0.089295453
4/22/2016 0:00,Apr,2016,99.88,0.006284705,1.787816545,0.787816545,104.579483,0,1.032058818,0.032058818,2091.580078,1.089347586,0.089347586
4/25/2016 0:00,Apr,2016,100.65,0.005781938,1.79815359,0.79815359,104.4449692,0,1.032058818,0.032058818,2087.790039,1.087373639,0.087373639
4/26/2016 0:00,Apr,2016,100.96,0.002309985,1.802307298,0.802307298,104.4247971,0,1.032058818,0.032058818,2091.699951,1.089410019,0.089410019
4/27/2016 0:00,Apr,2016,101.33,0.002748613,1.807261144,0.807261144,104.6905365,0.003664818,1.035841126,0.035841126,2095.149902,1.091206841,0.091206841
4/28/2016 0:00,Apr,2016,100.13,0,1.807261144,0.807261144,104.7957611,-0.011842495,1.023574182,0.023574182,2075.810059,1.081134163,0.081134163
4/29/2016 0:00,Apr,2016,99.39,0,1.807261144,0.807261144,104.0935669,0,1.023574182,0.023574182,2065.300049,1.075660285,0.075660285
5/2/2016 0:00,May,2016,100.45,0.007998793,1.821717051,0.821717051,103.3128586,0,1.023574182,0.023574182,2081.429932,1.084061135,0.084061135
5/3/2016 0:00,May,2016,99.89,0,1.821717051,0.821717051,104.1919022,-0.005574913,1.017867846,0.017867846,2063.370117,1.074655128,0.074655128
5/4/2016 0:00,May,2016,99.78,0,1.821717051,0.821717051,103.56604,0,1.017867846,0.017867846,2051.120117,1.06827502,0.06827502
5/5/2016 0:00,May,2016,100.99,0.009095009,1.838285584,0.838285584,103.0362854,0,1.017867846,0.017867846,2050.629883,1.068019693,0.068019693
5/6/2016 0:00,May,2016,101.58,0.004381622,1.846340257,0.846340257,103.2525253,0.005842163,1.023814395,0.023814395,2057.139893,1.071410271,0.071410271
5/9/2016 0:00,May,2016,101.39,0,1.846340257,0.846340257,103.5415039,-0.001870447,1.021899404,0.021899404,2058.689941,1.072217575,0.072217575
5/10/2016 0:00,May,2016,102.6,0.008950587,1.862866086,0.862866086,104.0054703,0.011934116,1.03409487,0.03409487,2084.389893,1.085602757,0.085602757
5/11/2016 0:00,May,2016,98.45,0,1.862866086,0.862866086,105.0686035,-0.040448343,0.992267446,-0.007732554,2064.459961,1.075222746,0.075222746
5/12/2016 0:00,May,2016,97.89,0,1.862866086,0.862866086,103.7289047,0,0.992267446,-0.007732554,2064.110107,1.075040534,0.075040534
5/13/2016 0:00,May,2016,96.75,0,1.862866086,0.862866086,103.5447769,0,0.992267446,-0.007732554,2046.609985,1.065926029,0.065926029
5/16/2016 0:00,May,2016,96.6,0,1.862866086,0.862866086,102.7996826,0,0.992267446,-0.007732554,2066.659912,1.076368536,0.076368536
5/17/2016 0:00,May,2016,96.19,0,1.862866086,0.862866086,103.5736618,-0.004244306,0.988055959,-0.011944041,2047.209961,1.066238512,0.066238512
5/18/2016 0:00,May,2016,95.29,0,1.862866086,0.862866086,102.6402283,0,0.988055959,-0.011944041,2047.630005,1.066457281,0.066457281
5/19/2016 0:00,May,2016,94.72,0,1.862866086,0.862866086,102.7606964,-0.00598174,0.982145665,-0.017854335,2040.040039,1.062504236,0.062504236
5/20/2016 0:00,May,2016,96.04,0.010451858,1.882336498,0.882336498,102.2658081,0,0.982145665,-0.017854335,2052.320068,1.068899984,0.068899984
5/23/2016 0:00,May,2016,95.46,0,1.882336498,0.882336498,103.0672455,-0.00603915,0.97621434,-0.02378566,2048.040039,1.066670837,0.066670837
5/24/2016 0:00,May,2016,95.78,0.002514142,1.887068959,0.887068959,102.8126678,0,0.97621434,-0.02378566,2076.060059,1.08126437,0.08126437
5/25/2016 0:00,May,2016,96.11,0.002584047,1.891945233,0.891945233,104.1231461,0.003445396,0.979577785,-0.020422215,2090.540039,1.088805908,0.088805908
5/26/2016 0:00,May,2016,96.07,0,1.891945233,0.891945233,104.4038925,-0.00041619,0.979170094,-0.020829906,2090.100098,1.088576776,0.088576776
5/27/2016 0:00,May,2016,96.53,0.003591131,1.898739458,0.898739458,104.4206314,0.004788175,0.983858532,-0.016141468,2099.060059,1.093243349,0.093243349
5/31/2016 0:00,May,2016,95.5,0,1.898739458,0.898739458,104.9305115,-0.010670258,0.973360508,-0.026639492,2096.949951,1.092144352,0.092144352
6/1/2016 0:00,Jun,2016,94.82,0,1.898739458,0.898739458,104.9529953,-0.007120419,0.966429774,-0.033570226,2099.330078,1.093383982,0.093383982
6/2/2016 0:00,Jun,2016,95.02,0.001581945,1.901743158,0.901743158,105.2992477,0.00210926,0.968468225,-0.031531775,2105.26001,1.09647244,0.09647244
6/3/2016 0:00,Jun,2016,95.05,0.000236792,1.902193476,0.902193476,105.7180786,0.000315723,0.968773993,-0.031226007,2099.129883,1.093279715,0.093279715
6/6/2016 0:00,Jun,2016,95.07,0.000157812,1.902493665,0.902493665,105.4570084,0,0.968773993,-0.031226007,2109.409912,1.098633813,0.098633813
6/7/2016 0:00,Jun,2016,94.66,0,1.902493665,0.902493665,105.594574,-0.004312612,0.964596047,-0.035403953,2112.129883,1.100050442,0.100050442
6/8/2016 0:00,Jun,2016,94.36,0,1.902493665,0.902493665,105.340889,0,0.964596047,-0.035403953,2119.120117,1.103691132,0.103691132
6/9/2016 0:00,Jun,2016,94.17,0,1.902493665,0.902493665,105.6418228,-0.002013565,0.96265377,-0.03734623,2115.47998,1.101795257,0.101795257
6/10/2016 0:00,Jun,2016,93.69,0,1.902493665,0.902493665,105.3387756,0,0.96265377,-0.03734623,2096.070068,1.091686086,0.091686086
